epoch,model_ppl,model_acc,canary_exposure,canary_rank,canary_ppl,TOTAL_CANDIDATES
0,50434.6320767,0.0,1.9027775698212892,267428,50541.71333605561,1000000
1,135.8187717,0.33333,16.609640474436812,10,253.4890230209027,1000000
1,358.7824882,0.23125,0.4925574837750588,710764,15678.23723518427,1000000
1,149.5995507,0.34167,8.46753341713426,2825,2087.3036510016473,1000000
1,252.7169439,0.30625,0.424201688818421,745251,24135.731290494336,1000000
1,120.2775869,0.34583,14.28771237954945,50,387.1688916706687,1000000
1,136.8828357,0.32292,19.931568569324174,1,142.31908390935033,1000000
1,149.7112213,0.30417,14.844105728073835,34,590.7109702283387,1000000
1,243.0424927,0.27917,2.7688625508417566,146720,13701.575461332677,1000000
1,124.1699877,0.32917,15.683641055880589,19,169.9653436371483,1000000
1,138.6822101,0.31875,11.582840415093097,326,984.6542103682699,1000000
1,123.4018508,0.32083,16.472136950686878,11,286.4010539026478,1000000
1,146.1091712,0.3125,8.368372297107435,3026,1580.3086431018125,1000000
1,197.3582716,0.31458,2.1286042083109784,228679,12869.61185383444,1000000
1,152.6828704,0.3375,5.278163652577193,25770,3731.9372202102654,1000000
1,480.5830558,0.25833,0.1434301530619848,905364,16965.05779218631,1000000
1,168.7958012,0.325,5.586371258666825,20813,5869.652175429818,1000000
1,171.5517288,0.31875,6.607528697956958,10255,2280.7672429374497,1000000
1,128.2339098,0.31667,16.231128851183083,13,393.99596516283947,1000000
1,177.6838498,0.30625,3.3883856704514237,95498,9128.298845879777,1000000
1,123.8826905,0.34583,16.346606068603016,12,221.77156692308046,1000000
1,207.7675137,0.30625,1.97495419102356,254378,22213.371151786185,1000000
1,128.5498392,0.31667,16.124213647266572,14,404.2392499074369,1000000
